Respondent_ID,Age_Group,Gender,City_Tier,Status,Income,Gaming_Platform,Gaming_Hours_Per_Week,Setup_Type,Price_Sensitivity,Preferred_Style,Preferred_Color,Purchase_Channel,Spending_Per_Purchase,Annual_Setup_Budget,Purchase_Likelihood,Own_Keycaps,Own_Coiled_Cable,Own_Deskmat,Own_Cable_Sleeves,Own_Streaming_Gear
1698,Under 18,Male,Tier 1,Working Professional,20000-50000,Multiple,>20,High-end PC,Balanced,No preference,Black,Flipkart,1500-3000,5000-10000,Likely,0,1,1,0,0
1699,18-21,Male,Tier 2,Working Professional,Under 20000,Multiple,10-20,Basic PC/Laptop,Cheapest option,No preference,Red,Amazon,500-1500,2000-5000,Very likely,1,1,0,0,0
1700,Under 18,Male,Tier 1,Business Owner,20000-50000,Multiple,2-5,Mid-range PC,Cheapest option,Minimal,Blue,Amazon,500-1500,2000-5000,Maybe,0,0,0,0,0
1701,18-21,Male,Tier 2,Working Professional,No income,Mobile,10-20,High-end PC,Discount seeker,RGB,Green,Brand Website,Under 500,Under 2000,Very likely,0,0,1,0,0
1702,22-25,Male,Tier 2,Other,Under 20000,Xbox,6-10,High-end PC,Premium buyer,Cyberpunk,Red,Amazon,Under 500,Under 2000,Likely,0,1,1,0,0
1703,Under 18,Male,Tier 1,Student,100000-200000,PlayStation,2-5,Mid-range PC,Premium buyer,Cyberpunk,Red,Offline Store,3000-7000,10000-20000,Very likely,1,0,1,1,0
1704,18-21,Female,Tier 1,Working Professional,No income,PC/Laptop,<2,Mobile only,Balanced,Anime,Pastel,Amazon,Under 500,2000-5000,Maybe,0,0,0,0,0
1705,18-21,Male,Tier 2,Working Professional,Under 20000,PC/Laptop,2-5,Basic PC/Laptop,Cheapest option,RGB,Blue,Amazon,500-1500,2000-5000,Likely,0,0,0,1,0
1706,26-30,Male,Tier 3,Working Professional,No income,Multiple,<2,Basic PC/Laptop,Cheapest option,No preference,Red,Amazon,500-1500,Under 2000,Maybe,1,1,1,0,0
1707,22-25,Male,Tier 3,Student,No income,Mobile,>20,Basic PC/Laptop,Cheapest option,Cyberpunk,Purple,International Websites,7000+,Above 20000,Unlikely,1,1,1,0,0
1708,Under 18,Male,Tier 1,Student,100000-200000,Mobile,2-5,Console,Balanced,RGB,White,Amazon,3000-7000,Above 20000,Unlikely,0,0,0,0,0
1709,Under 18,Prefer not to say,Tier 1,Working Professional,100000-200000,Multiple,2-5,High-end PC,Discount seeker,No preference,Blue,Amazon,3000-7000,Above 20000,Likely,1,0,0,0,1
1710,22-25,Female,Tier 1,Student,Under 20000,Xbox,2-5,Basic PC/Laptop,Discount seeker,RGB,Red,Brand Website,500-1500,2000-5000,Very likely,1,0,0,0,0
1711,18-21,Male,Tier 1,Student,100000-200000,Mobile,6-10,Mobile only,Discount seeker,Cyberpunk,Purple,Brand Website,3000-7000,10000-20000,Likely,0,0,0,0,0
1712,Under 18,Male,Tier 3,Student,50000-100000,Mobile,6-10,Mid-range PC,Cheapest option,No preference,Red,Amazon,3000-7000,5000-10000,Maybe,0,0,0,0,0
1713,26-30,Female,Tier 1,Student,No income,Multiple,2-5,Mid-range PC,Cheapest option,No preference,RGB,Flipkart,Under 500,Under 2000,Maybe,0,0,1,0,0
1714,Under 18,Male,Tier 2,Student,20000-50000,Xbox,10-20,High-end PC,Discount seeker,Minimal,White,Flipkart,7000+,Above 20000,Likely,1,0,0,0,0
1715,22-25,Male,Tier 2,Working Professional,50000-100000,PC/Laptop,2-5,Basic PC/Laptop,Premium buyer,Cyberpunk,Green,Flipkart,1500-3000,5000-10000,Very likely,0,1,1,0,0
1716,22-25,Male,Tier 3,Working Professional,20000-50000,PlayStation,10-20,Mid-range PC,Premium buyer,Minimal,Red,Amazon,500-1500,5000-10000,Very likely,0,1,1,0,0
1717,22-25,Male,Tier 1,Freelancer/Creator,Under 20000,PC/Laptop,2-5,Basic PC/Laptop,Discount seeker,RGB,White,Amazon,Under 500,2000-5000,Very likely,0,0,0,1,1
1718,18-21,Male,Tier 1,Working Professional,Under 20000,PC/Laptop,10-20,Console,Premium buyer,No preference,Red,Amazon,500-1500,Under 2000,Likely,0,0,0,0,0
1719,22-25,Male,Tier 2,Business Owner,Under 20000,PC/Laptop,<2,Console,Balanced,RGB,Purple,Amazon,500-1500,Under 2000,Very unlikely,1,1,0,1,0
1720,Under 18,Male,Tier 2,Student,20000-50000,Mobile,2-5,Mid-range PC,Balanced,Anime,Green,International Websites,500-1500,2000-5000,Very likely,0,0,1,0,0
1721,18-21,Female,Tier 1,Working Professional,No income,Multiple,6-10,Basic PC/Laptop,Balanced,RGB,Blue,Amazon,Under 500,Under 2000,Very likely,0,1,0,1,0
1722,31-40,Male,Tier 1,Working Professional,20000-50000,Mobile,2-5,Basic PC/Laptop,Premium buyer,Minimal,Red,Amazon,500-1500,5000-10000,Likely,0,0,1,0,0
1723,26-30,Male,Tier 2,Student,20000-50000,Xbox,2-5,Basic PC/Laptop,Premium buyer,No preference,Pastel,Amazon,500-1500,5000-10000,Maybe,1,0,0,0,0
1724,18-21,Female,Tier 2,Student,Under 20000,PlayStation,6-10,Mid-range PC,Cheapest option,Minimal,Pastel,Amazon,500-1500,Under 2000,Maybe,0,1,1,0,1
1725,18-21,Male,Tier 3,Working Professional,100000-200000,Multiple,>20,Mid-range PC,Balanced,Cyberpunk,Red,Flipkart,3000-7000,10000-20000,Maybe,0,0,1,1,0
1726,18-21,Male,Tier 1,Working Professional,100000-200000,PC/Laptop,6-10,Basic PC/Laptop,Balanced,Anime,Blue,Flipkart,7000+,10000-20000,Maybe,1,0,1,0,0
1727,18-21,Male,Tier 1,Student,20000-50000,Mobile,<2,Mid-range PC,Discount seeker,Minimal,Green,Amazon,1500-3000,5000-10000,Likely,0,0,0,0,0
1728,31-40,Male,Tier 2,Working Professional,No income,PC/Laptop,10-20,Mobile only,Balanced,No preference,Blue,Amazon,Under 500,2000-5000,Maybe,0,0,0,0,0
1729,18-21,Female,Tier 2,Student,Under 20000,Mobile,<2,High-end PC,Balanced,RGB,Pastel,Amazon,Under 500,2000-5000,Very unlikely,0,0,1,0,0
1730,18-21,Male,Tier 1,Student,Under 20000,PC/Laptop,6-10,Console,Discount seeker,Anime,Green,Flipkart,500-1500,Under 2000,Unlikely,0,0,0,0,0
1731,18-21,Male,Tier 2,Business Owner,Under 20000,PC/Laptop,6-10,Mid-range PC,Balanced,Minimal,Purple,Amazon,Under 500,Under 2000,Maybe,1,0,0,0,0
1732,31-40,Male,Tier 1,Working Professional,Under 20000,Multiple,10-20,Mid-range PC,Discount seeker,Minimal,Pastel,Flipkart,Under 500,Under 2000,Very likely,0,0,0,0,0
1733,Under 18,Male,Tier 2,Student,50000-100000,PC/Laptop,<2,High-end PC,Balanced,Anime,RGB,Flipkart,1500-3000,10000-20000,Likely,0,1,0,0,0
1734,Under 18,Male,Tier 1,Student,50000-100000,PC/Laptop,10-20,Basic PC/Laptop,Balanced,Anime,Purple,Flipkart,1500-3000,5000-10000,Likely,0,1,0,1,0
1735,Under 18,Male,Tier 1,Freelancer/Creator,50000-100000,Xbox,<2,High-end PC,Discount seeker,Cyberpunk,Red,International Websites,3000-7000,10000-20000,Very likely,0,0,0,1,0
1736,22-25,Male,Tier 1,Student,50000-100000,Mobile,2-5,Mid-range PC,Premium buyer,Minimal,Purple,Amazon,1500-3000,5000-10000,Maybe,0,0,1,0,0
1737,Under 18,Female,Tier 2,Student,20000-50000,PlayStation,10-20,Mobile only,Discount seeker,Minimal,Pastel,Brand Website,1500-3000,2000-5000,Very likely,0,0,0,0,1
1738,18-21,Male,Tier 2,Freelancer/Creator,50000-100000,Mobile,10-20,Basic PC/Laptop,Premium buyer,Anime,Blue,Brand Website,3000-7000,10000-20000,Very likely,0,0,0,0,0
1739,18-21,Male,Tier 2,Working Professional,50000-100000,Mobile,2-5,Console,Balanced,Anime,RGB,Amazon,3000-7000,10000-20000,Maybe,0,1,1,0,0
1740,22-25,Female,Tier 2,Student,No income,PC/Laptop,<2,Mid-range PC,Balanced,No preference,Blue,Offline Store,500-1500,Under 2000,Unlikely,0,0,0,0,0
1741,26-30,Female,Tier 1,Working Professional,No income,Mobile,<2,Mid-range PC,Discount seeker,Cyberpunk,Green,Brand Website,Under 500,Under 2000,Maybe,0,0,1,1,1
1742,26-30,Male,Tier 2,Student,No income,Mobile,10-20,Basic PC/Laptop,Balanced,Minimal,White,Amazon,Under 500,Under 2000,Likely,0,0,1,0,0
1743,18-21,Prefer not to say,Tier 3,Student,Above 200000,Xbox,<2,Basic PC/Laptop,Balanced,Anime,RGB,Flipkart,3000-7000,Above 20000,Very unlikely,1,0,0,0,0
1744,Under 18,Male,Tier 2,Working Professional,No income,PC/Laptop,2-5,High-end PC,Balanced,Minimal,RGB,Amazon,500-1500,Under 2000,Maybe,1,0,1,0,1
1745,Under 18,Male,Tier 1,Student,20000-50000,Multiple,10-20,Mid-range PC,Discount seeker,No preference,Blue,Flipkart,500-1500,5000-10000,Unlikely,0,0,1,0,0
1746,18-21,Male,Tier 3,Student,Above 200000,PC/Laptop,2-5,Mid-range PC,Cheapest option,Anime,Blue,Amazon,3000-7000,Above 20000,Likely,0,0,1,0,0
1747,31-40,Male,Tier 2,Student,No income,Mobile,6-10,Mid-range PC,Premium buyer,No preference,Blue,Offline Store,Under 500,Under 2000,Maybe,0,0,0,0,0
1748,22-25,Male,Tier 2,Student,20000-50000,PC/Laptop,2-5,Mid-range PC,Discount seeker,Minimal,Green,Flipkart,500-1500,5000-10000,Very likely,0,0,0,0,0
1749,22-25,Female,Tier 2,Working Professional,50000-100000,Multiple,2-5,Console,Cheapest option,Minimal,Green,Amazon,1500-3000,10000-20000,Likely,1,0,0,0,0
1750,Under 18,Male,Tier 2,Freelancer/Creator,20000-50000,Mobile,2-5,Basic PC/Laptop,Balanced,Minimal,White,Amazon,1500-3000,5000-10000,Unlikely,0,1,0,0,0
1751,22-25,Male,Tier 2,Working Professional,Under 20000,Xbox,2-5,Mobile only,Balanced,Anime,Blue,Amazon,Under 500,2000-5000,Likely,0,0,1,1,0
1752,18-21,Female,Tier 3,Student,Under 20000,Multiple,2-5,Basic PC/Laptop,Cheapest option,Anime,Black,Offline Store,500-1500,2000-5000,Likely,0,0,1,1,0
1753,18-21,Male,Tier 2,Student,20000-50000,Mobile,2-5,Mobile only,Premium buyer,RGB,RGB,Brand Website,1500-3000,5000-10000,Likely,0,0,0,0,0
1754,Under 18,Female,Tier 1,Working Professional,Under 20000,Mobile,6-10,Mid-range PC,Discount seeker,RGB,Green,Offline Store,Under 500,2000-5000,Very likely,0,0,0,0,0
1755,26-30,Male,Tier 1,Working Professional,20000-50000,Mobile,2-5,Console,Cheapest option,RGB,Pastel,Flipkart,1500-3000,2000-5000,Maybe,0,0,0,0,1
1756,18-21,Male,Tier 1,Working Professional,Under 20000,Mobile,<2,Mobile only,Discount seeker,No preference,Red,Flipkart,500-1500,Under 2000,Very likely,0,1,0,0,0
1757,18-21,Male,Tier 2,Student,No income,Xbox,2-5,Console,Premium buyer,RGB,Red,Flipkart,500-1500,Under 2000,Likely,0,0,0,1,0
1758,22-25,Female,Tier 2,Student,Under 20000,Multiple,6-10,Basic PC/Laptop,Balanced,Anime,Purple,Offline Store,500-1500,2000-5000,Maybe,0,0,0,0,0
1759,Under 18,Male,Tier 1,Student,20000-50000,Multiple,2-5,Mid-range PC,Discount seeker,No preference,Purple,Amazon,500-1500,5000-10000,Very likely,0,0,0,0,0
1760,26-30,Male,Tier 3,Working Professional,No income,Multiple,2-5,Basic PC/Laptop,Balanced,Cyberpunk,Red,Brand Website,Under 500,2000-5000,Likely,0,0,1,0,0
1761,18-21,Female,Tier 1,Student,50000-100000,PC/Laptop,6-10,Mobile only,Discount seeker,RGB,Green,Amazon,1500-3000,5000-10000,Likely,0,1,1,0,0
1762,26-30,Male,Tier 1,Student,Under 20000,Multiple,10-20,High-end PC,Balanced,RGB,Red,Flipkart,500-1500,2000-5000,Unlikely,0,0,0,0,0
1763,Above 40,Male,Tier 2,Student,20000-50000,Mobile,6-10,Mobile only,Balanced,RGB,Red,Flipkart,500-1500,5000-10000,Very likely,1,0,1,0,0
1764,Under 18,Prefer not to say,Tier 1,Student,No income,PC/Laptop,<2,Basic PC/Laptop,Balanced,Anime,White,Flipkart,500-1500,2000-5000,Very likely,0,0,0,0,0
1765,18-21,Male,Tier 2,Working Professional,No income,PC/Laptop,2-5,Basic PC/Laptop,Balanced,Minimal,Green,Amazon,500-1500,2000-5000,Unlikely,0,1,0,0,0
1766,26-30,Male,Tier 1,Student,Above 200000,Multiple,2-5,Basic PC/Laptop,Balanced,RGB,Black,Amazon,3000-7000,10000-20000,Very likely,1,0,0,0,0
1767,22-25,Male,Tier 2,Student,Under 20000,PC/Laptop,10-20,Mid-range PC,Discount seeker,RGB,Blue,Amazon,Under 500,2000-5000,Likely,0,0,1,0,0
1768,22-25,Male,Tier 2,Student,20000-50000,Xbox,<2,Basic PC/Laptop,Balanced,No preference,Black,Amazon,1500-3000,5000-10000,Likely,0,0,1,0,0
1769,26-30,Male,Tier 2,Student,20000-50000,Mobile,6-10,Mid-range PC,Balanced,Cyberpunk,White,Amazon,1500-3000,2000-5000,Very likely,0,0,1,0,0
1770,26-30,Female,Tier 1,Student,20000-50000,Mobile,<2,Basic PC/Laptop,Discount seeker,No preference,Red,Amazon,500-1500,5000-10000,Maybe,0,0,0,0,0
1771,22-25,Prefer not to say,Tier 1,Student,Above 200000,Mobile,>20,High-end PC,Balanced,Anime,Blue,Amazon,7000+,10000-20000,Unlikely,1,0,0,0,0
1772,22-25,Male,Tier 1,Student,No income,Mobile,2-5,Mobile only,Discount seeker,RGB,Red,Amazon,Under 500,Under 2000,Likely,1,0,0,1,0
1773,22-25,Male,Tier 3,Student,Under 20000,PC/Laptop,<2,Mobile only,Discount seeker,Minimal,Pastel,Flipkart,Under 500,2000-5000,Very unlikely,0,0,0,0,0
1774,Under 18,Male,Tier 1,Student,Under 20000,PC/Laptop,2-5,Mid-range PC,Cheapest option,Minimal,Pastel,International Websites,Under 500,Under 2000,Maybe,1,1,0,0,1
1775,22-25,Male,Tier 2,Student,Under 20000,PC/Laptop,2-5,High-end PC,Cheapest option,RGB,Pastel,Amazon,500-1500,2000-5000,Very likely,0,0,1,0,0
1776,18-21,Male,Tier 1,Student,Under 20000,PC/Laptop,10-20,High-end PC,Balanced,Minimal,Blue,Offline Store,500-1500,2000-5000,Unlikely,0,1,1,0,0
1777,18-21,Male,Tier 1,Working Professional,50000-100000,PlayStation,2-5,Basic PC/Laptop,Discount seeker,No preference,Pastel,Brand Website,1500-3000,10000-20000,Likely,0,0,1,0,0
1778,18-21,Female,Tier 2,Other,No income,PlayStation,2-5,Basic PC/Laptop,Discount seeker,Anime,Purple,Offline Store,500-1500,2000-5000,Maybe,0,1,0,1,1
1779,18-21,Female,Tier 1,Student,20000-50000,PC/Laptop,2-5,Mobile only,Premium buyer,RGB,Red,Amazon,500-1500,2000-5000,Maybe,0,0,0,0,0
1780,31-40,Male,Tier 1,Other,50000-100000,PC/Laptop,6-10,Console,Discount seeker,Anime,Blue,Brand Website,3000-7000,10000-20000,Likely,0,0,1,0,0
1781,Under 18,Prefer not to say,Tier 1,Student,50000-100000,PlayStation,2-5,Basic PC/Laptop,Discount seeker,No preference,White,Flipkart,3000-7000,5000-10000,Unlikely,0,0,0,0,0
1782,18-21,Male,Tier 1,Student,20000-50000,Mobile,<2,Mobile only,Balanced,Cyberpunk,Green,Amazon,1500-3000,5000-10000,Very likely,0,0,1,0,0
1783,31-40,Male,Tier 1,Student,Under 20000,Xbox,2-5,Basic PC/Laptop,Discount seeker,RGB,Red,Brand Website,500-1500,2000-5000,Maybe,0,0,0,0,0
1784,22-25,Male,Tier 2,Student,Above 200000,Mobile,<2,Basic PC/Laptop,Discount seeker,Anime,Green,Flipkart,3000-7000,Above 20000,Likely,0,0,0,1,0
1785,Under 18,Male,Tier 3,Working Professional,50000-100000,Mobile,10-20,Basic PC/Laptop,Balanced,Cyberpunk,White,Amazon,1500-3000,5000-10000,Maybe,0,0,0,0,0
1786,Under 18,Female,Tier 1,Working Professional,20000-50000,Multiple,10-20,Mid-range PC,Discount seeker,No preference,White,Amazon,500-1500,2000-5000,Likely,0,0,0,0,0
1787,18-21,Female,Tier 2,Student,No income,PC/Laptop,10-20,Console,Discount seeker,Cyberpunk,White,Flipkart,Under 500,2000-5000,Maybe,0,0,0,1,0
1788,18-21,Female,Tier 2,Student,No income,Mobile,10-20,Console,Discount seeker,Cyberpunk,Blue,Amazon,Under 500,Under 2000,Very likely,0,1,1,0,0
1789,22-25,Male,Tier 2,Freelancer/Creator,Under 20000,Multiple,2-5,High-end PC,Balanced,Cyberpunk,Purple,Offline Store,500-1500,2000-5000,Likely,1,0,0,0,0
1790,26-30,Male,Tier 2,Working Professional,50000-100000,PC/Laptop,6-10,Basic PC/Laptop,Balanced,RGB,Pastel,Amazon,1500-3000,10000-20000,Very likely,1,0,0,1,0
1791,22-25,Female,Tier 3,Student,20000-50000,PlayStation,10-20,Basic PC/Laptop,Discount seeker,No preference,Black,Amazon,500-1500,5000-10000,Maybe,0,0,1,1,0
1792,18-21,Female,Tier 1,Working Professional,50000-100000,PC/Laptop,10-20,Console,Balanced,Minimal,Purple,Amazon,1500-3000,5000-10000,Likely,1,0,0,0,0
1793,26-30,Male,Tier 3,Working Professional,20000-50000,PC/Laptop,>20,Mid-range PC,Balanced,Minimal,Pastel,Amazon,1500-3000,2000-5000,Likely,0,0,0,0,0
1794,18-21,Male,Tier 1,Student,No income,PlayStation,6-10,High-end PC,Discount seeker,No preference,Pastel,International Websites,500-1500,2000-5000,Very unlikely,1,0,0,1,0
1795,18-21,Male,Tier 1,Freelancer/Creator,50000-100000,Mobile,10-20,Mid-range PC,Discount seeker,Minimal,Red,Amazon,1500-3000,5000-10000,Maybe,0,0,1,0,0
1796,Under 18,Male,Tier 1,Freelancer/Creator,20000-50000,Xbox,6-10,Mid-range PC,Balanced,No preference,Black,Brand Website,1500-3000,5000-10000,Unlikely,0,0,0,0,0
1797,22-25,Female,Tier 1,Working Professional,Under 20000,Xbox,6-10,Mobile only,Balanced,Minimal,Purple,Amazon,500-1500,Under 2000,Maybe,0,0,0,0,0
1798,Above 40,Male,Tier 1,Working Professional,Under 20000,Xbox,2-5,Basic PC/Laptop,Discount seeker,RGB,Blue,Amazon,500-1500,Under 2000,Unlikely,1,0,0,0,0
1799,22-25,Male,Tier 3,Student,Under 20000,PC/Laptop,2-5,Console,Discount seeker,Anime,Red,Amazon,500-1500,Under 2000,Unlikely,1,0,1,0,0
1800,18-21,Male,Tier 2,Business Owner,20000-50000,Multiple,2-5,Basic PC/Laptop,Discount seeker,Minimal,Blue,Flipkart,500-1500,2000-5000,Maybe,0,0,1,0,0
1801,18-21,Male,Tier 2,Working Professional,100000-200000,PlayStation,6-10,Mobile only,Cheapest option,No preference,Green,International Websites,7000+,10000-20000,Maybe,0,0,1,1,0
1802,18-21,Male,Tier 1,Working Professional,Under 20000,Multiple,2-5,Basic PC/Laptop,Balanced,No preference,Purple,Flipkart,Under 500,2000-5000,Maybe,1,0,0,0,0
1803,Under 18,Male,Tier 2,Student,Under 20000,Mobile,6-10,High-end PC,Balanced,Anime,Green,Flipkart,Under 500,Under 2000,Very likely,1,0,0,1,0
1804,18-21,Male,Tier 2,Student,Under 20000,PlayStation,2-5,Basic PC/Laptop,Discount seeker,Minimal,Purple,Flipkart,Under 500,2000-5000,Likely,0,0,0,0,0
1805,22-25,Female,Tier 1,Business Owner,50000-100000,Multiple,10-20,Basic PC/Laptop,Discount seeker,No preference,White,Amazon,3000-7000,10000-20000,Maybe,0,0,1,0,0
1806,18-21,Male,Tier 3,Freelancer/Creator,50000-100000,PC/Laptop,10-20,Mid-range PC,Cheapest option,No preference,Blue,Amazon,3000-7000,5000-10000,Likely,0,0,0,0,0
1807,18-21,Male,Tier 1,Working Professional,No income,Xbox,2-5,Mid-range PC,Balanced,Minimal,Pastel,Flipkart,Under 500,2000-5000,Very unlikely,1,0,0,0,0
1808,18-21,Female,Tier 1,Working Professional,Under 20000,PC/Laptop,<2,Basic PC/Laptop,Balanced,Cyberpunk,Green,Flipkart,Under 500,2000-5000,Maybe,1,0,1,0,0
1809,31-40,Male,Tier 1,Student,20000-50000,PC/Laptop,6-10,Basic PC/Laptop,Balanced,Minimal,RGB,Flipkart,500-1500,2000-5000,Likely,0,0,0,0,0
1810,18-21,Male,Tier 2,Student,No income,Multiple,6-10,Basic PC/Laptop,Balanced,Cyberpunk,Red,Brand Website,500-1500,Under 2000,Maybe,0,1,0,0,0
1811,22-25,Male,Tier 2,Business Owner,Under 20000,Mobile,6-10,Mobile only,Balanced,Minimal,Pastel,International Websites,Under 500,Under 2000,Very likely,1,0,1,0,0
1812,Under 18,Male,Tier 2,Business Owner,20000-50000,PC/Laptop,2-5,High-end PC,Discount seeker,Cyberpunk,Blue,Offline Store,1500-3000,5000-10000,Very unlikely,0,0,0,0,1
1813,Under 18,Male,Tier 2,Working Professional,Under 20000,Mobile,<2,Mobile only,Balanced,No preference,Red,Amazon,Under 500,Under 2000,Likely,0,0,1,0,0
1814,18-21,Male,Tier 3,Freelancer/Creator,No income,PlayStation,6-10,Mid-range PC,Discount seeker,RGB,White,Flipkart,Under 500,Under 2000,Very likely,0,0,0,0,0
1815,22-25,Male,Tier 3,Working Professional,Under 20000,PlayStation,6-10,Mid-range PC,Balanced,RGB,Purple,Flipkart,Under 500,Under 2000,Maybe,0,0,0,0,0
1816,26-30,Male,Tier 1,Other,No income,PC/Laptop,2-5,Mid-range PC,Discount seeker,RGB,White,Amazon,500-1500,Under 2000,Very likely,0,0,1,0,0
1817,22-25,Male,Tier 1,Freelancer/Creator,20000-50000,PC/Laptop,2-5,Mid-range PC,Balanced,Cyberpunk,RGB,Flipkart,500-1500,5000-10000,Likely,1,0,1,0,0
1818,18-21,Male,Tier 2,Student,No income,PlayStation,6-10,Mobile only,Balanced,Minimal,Blue,Flipkart,Under 500,2000-5000,Unlikely,0,0,0,1,0
1819,18-21,Male,Tier 3,Business Owner,Under 20000,Multiple,<2,Mid-range PC,Cheapest option,RGB,Black,Flipkart,Under 500,Under 2000,Very likely,0,0,1,1,0
1820,26-30,Male,Tier 2,Working Professional,Under 20000,PC/Laptop,2-5,Basic PC/Laptop,Balanced,RGB,Pastel,Amazon,Under 500,Under 2000,Likely,0,0,0,0,0
1821,26-30,Male,Tier 1,Business Owner,Under 20000,Multiple,2-5,Mid-range PC,Balanced,RGB,Blue,Amazon,500-1500,2000-5000,Unlikely,1,1,1,1,0
1822,26-30,Male,Tier 1,Working Professional,50000-100000,Mobile,10-20,Basic PC/Laptop,Discount seeker,Anime,Blue,International Websites,3000-7000,5000-10000,Very likely,1,0,1,1,0
1823,18-21,Male,Tier 1,Working Professional,Under 20000,Multiple,<2,Basic PC/Laptop,Cheapest option,RGB,Blue,Offline Store,Under 500,2000-5000,Maybe,0,0,0,0,0
1824,18-21,Male,Tier 1,Working Professional,20000-50000,Mobile,2-5,Mid-range PC,Premium buyer,No preference,Green,Amazon,500-1500,5000-10000,Maybe,0,0,1,0,0
1825,Under 18,Male,Tier 2,Working Professional,20000-50000,PC/Laptop,6-10,Mid-range PC,Balanced,RGB,Black,Offline Store,500-1500,2000-5000,Likely,0,1,0,0,0
1826,22-25,Female,Tier 1,Student,No income,Xbox,2-5,Basic PC/Laptop,Premium buyer,Anime,Red,Amazon,500-1500,Under 2000,Likely,1,1,1,0,0
1827,18-21,Male,Tier 1,Student,No income,Xbox,2-5,High-end PC,Balanced,Anime,Purple,Amazon,500-1500,Under 2000,Maybe,0,0,1,0,0
1828,22-25,Female,Tier 2,Student,20000-50000,PlayStation,2-5,Mid-range PC,Balanced,Cyberpunk,Green,Amazon,1500-3000,2000-5000,Maybe,0,0,1,0,0
1829,Under 18,Male,Tier 1,Business Owner,No income,PC/Laptop,>20,Mobile only,Premium buyer,Minimal,Red,Brand Website,500-1500,Under 2000,Likely,0,1,0,0,0
1830,Under 18,Male,Tier 3,Student,20000-50000,Mobile,2-5,Mid-range PC,Premium buyer,Cyberpunk,White,Flipkart,500-1500,5000-10000,Very likely,1,0,1,0,0
1831,18-21,Male,Tier 3,Student,No income,Mobile,10-20,Mid-range PC,Discount seeker,Anime,Red,Flipkart,Under 500,2000-5000,Very likely,0,1,1,0,0
1832,18-21,Male,Tier 2,Student,Under 20000,PC/Laptop,2-5,Basic PC/Laptop,Balanced,Minimal,Pastel,Flipkart,500-1500,2000-5000,Likely,0,1,0,0,0
1833,22-25,Male,Tier 2,Student,Under 20000,Xbox,<2,Basic PC/Laptop,Discount seeker,Cyberpunk,Pastel,Brand Website,500-1500,Under 2000,Very likely,1,0,0,0,0
1834,31-40,Male,Tier 2,Student,Under 20000,PC/Laptop,6-10,Mid-range PC,Balanced,Minimal,Pastel,Amazon,500-1500,2000-5000,Unlikely,0,0,1,0,0
1835,Under 18,Male,Tier 1,Working Professional,20000-50000,Mobile,6-10,Console,Balanced,Cyberpunk,Blue,Flipkart,1500-3000,2000-5000,Maybe,1,0,0,0,0
1836,18-21,Male,Tier 1,Other,No income,PC/Laptop,<2,Mid-range PC,Premium buyer,Cyberpunk,Blue,Brand Website,Under 500,Under 2000,Unlikely,0,0,0,0,0
1837,18-21,Male,Tier 1,Freelancer/Creator,20000-50000,Mobile,>20,Mobile only,Discount seeker,Minimal,Black,Flipkart,1500-3000,5000-10000,Likely,0,0,1,0,0
1838,18-21,Female,Tier 1,Working Professional,Under 20000,PC/Laptop,2-5,Basic PC/Laptop,Premium buyer,RGB,Black,Flipkart,500-1500,2000-5000,Very unlikely,1,0,0,0,1
1839,18-21,Male,Tier 1,Student,No income,Mobile,6-10,Basic PC/Laptop,Balanced,Minimal,Purple,Offline Store,500-1500,Under 2000,Very likely,0,0,1,0,0
1840,22-25,Female,Tier 1,Student,No income,PC/Laptop,<2,Mobile only,Balanced,No preference,Pastel,International Websites,Under 500,Under 2000,Very likely,1,0,0,0,0
1841,18-21,Male,Tier 1,Working Professional,50000-100000,PC/Laptop,>20,Mobile only,Premium buyer,RGB,Red,Amazon,1500-3000,5000-10000,Likely,0,0,0,0,0
1842,Under 18,Female,Tier 2,Student,20000-50000,PC/Laptop,2-5,Mid-range PC,Premium buyer,RGB,Pastel,Amazon,1500-3000,2000-5000,Very likely,0,0,0,0,0
1843,Under 18,Male,Tier 2,Freelancer/Creator,50000-100000,Mobile,2-5,Basic PC/Laptop,Balanced,No preference,White,Amazon,3000-7000,5000-10000,Maybe,0,0,0,0,0
1844,22-25,Male,Tier 3,Working Professional,20000-50000,PC/Laptop,2-5,Mid-range PC,Balanced,Anime,Red,Amazon,500-1500,2000-5000,Likely,0,1,0,0,0
1845,18-21,Male,Tier 2,Freelancer/Creator,Above 200000,Mobile,10-20,High-end PC,Cheapest option,No preference,Pastel,International Websites,3000-7000,10000-20000,Maybe,1,0,0,1,0
1846,22-25,Male,Tier 3,Working Professional,Under 20000,PlayStation,>20,Basic PC/Laptop,Cheapest option,Minimal,Purple,Offline Store,500-1500,2000-5000,Maybe,0,0,1,0,0
1847,26-30,Male,Tier 2,Working Professional,Under 20000,PlayStation,10-20,Mid-range PC,Balanced,Cyberpunk,Black,Amazon,500-1500,Under 2000,Very likely,0,0,1,0,0
1848,Under 18,Prefer not to say,Tier 2,Freelancer/Creator,50000-100000,Mobile,10-20,High-end PC,Discount seeker,RGB,Red,Amazon,1500-3000,5000-10000,Unlikely,1,1,0,0,0
1849,Under 18,Male,Tier 1,Other,20000-50000,Mobile,2-5,Basic PC/Laptop,Cheapest option,Cyberpunk,RGB,Flipkart,1500-3000,5000-10000,Very likely,0,1,0,0,0
